review_id,review,rating_score,date
2221,"We ate at Oceana yesterday for lunch on our way home from NOLA. This restaurant is located right off of Bourbon street and has the feel of a tourist trap, selling local favorites like gumbo, po-boys, and blackened catfish dishes. 

Although the place is touristy, I cannot speak highly enough about how friendly the staff was. From the start the hostess was attentive and friendly, as were the bus boys, and our waiter Errol. Errol was great, he promptly and in great detail told us about the menu and the daily specials. He also gave us all 10% off our meal thanks to the Yelp check in deal. Also, the restaurant was extremely clean as were the restrooms. 

As stated above the service was great, but the food was only average. I was served a decent shrimp po boy, but being in New Orleans, the foodie capital of the South, I was not super impressed. This was the same for the rest of my group, they ordered the gumbo, and crawfish etouffe, which was good, not great. Also, the meals were pretty expensive, but I'm sure it's mostly due to its bourbon street location.",3,2016-01-03
2222,Meh.  Just ok in my book.  Roast beef sandwich was weak.  But that's as much my fault for ordering that at a seafood joint.,2,2017-03-23
2223,"My family and I were on our way to Florida. We stop in New Orleans ""Oceana"" for lunch. Our server was Errol. He was Great!!!!  (Side note my father in law had recently passed away he was a huge Barry White fan and would often sing to my mother in law). Long story short Errol sang a Barry White song to us... Made my wife Cry. It was a Great Time. He was Great!!  Oh By the way the Food was Really Really Good!!!!!  I recommend everyone when in New Orleans stop in and get lunch and a song!!!!  Thanks Errol!!!",5,2015-07-25
2224,Best po-boys in town!  We loved the fries as well!  Blackened catfish was the bomb!  My son had shrimp fettuccine and he devoured it!!,5,2017-08-21
2225,Amazing food!  Great if you want a taste of NO.  Recommend coming here on your next trip! Maw maw platter is the way to go for breakfast if your hungry.,5,2016-04-26
2226,Ok oysters (both Rockefeller and fresh). Service somewhat slow. Ambiance nice outside. Very nice jambalaya pasta. Bread pudding was great.,3,2016-05-29
2227,"Enjoyed this late spot.  Nice food, great service.  Oysters were very filling, but not my fav in NO.  Crabcake was ok.
Service was good and prices were ok.
Actually a 3.5 star to be precise!",3,2018-05-16
2228,FOOD WAS AWESOME!!! Everyone in our party couldn't stop raving about how delicious each dish was. The service was excellent too! Def a must visit when you're looking for a great traditional NOLA meal! Also had a good selection for the vegetarian in your group!,5,2014-02-01
2229,"I was in town for a conference and Oceana Grill was recommended to me from a former patron.  It was awesome!   I immediately knew we were at the lunch spot when the locals were in there grabbing lunch.  Our server, CJ was the best and was super helpful with the menu choices and was very polite!  I had the blackened chicken po boy and it was awesome!  I will be back from a second one!",5,2015-12-12
2230,"The wait can get crazy be prepared. Service was just average. Our waitress took forever to come around and the food took just as long. 
Oysters Rockefeller were great and the gumbo was delicious! Their smothered fries were ok.",4,2018-05-27
2231,"This was our first time in New Orleans and we came to this restaurant after we read the good reviews.. the food was amazing, the atmosphere was nice and our server Ashley was very friendly and courteous..",5,2016-11-19
2232,"Be prepared to wait in line for this place. There is great Sea Food and great variety of other dishes for those that do not do Sea Food.  Great atmosphere and this is a family friendly restaurant.  Food is excellent, service is great and the restaurant is centrally located.",4,2018-07-15
2233,"A large group of friends came here one night after an event at school.  It was almost 12 midnight and we needed a place to eat downtown, and Oceana was pretty much the only place still open and serving food on a Thursday night.  We came and they were able to accomodate a group of 20 very quickly!  I have to say I was impressed.  We were seated and greeted promptly by our server.  I was a little iffy coming here, since I've been here one time before and didn't have that great of an experience, but that night, everything was great!

I ordered the jamabalaya pasta with alligator sausage and shrimp, and my boyfriend had the alligator po-boy.  My pasta was great!  The sausage was tender and the sauce was flavorful.  There were several other people who ordered it at my table and they too enjoyed the dish.  No, it's not the best food in New Orleans, but for a place that opens so late, it's pretty darn delightful!  Hahaha.  I didn't get a bite of my boyfriend's po-boy, but he said he really good, so I'll take his word for it.  For dessert we got the bread pudding and the bananas foster ice cream cake.  Both were decadent and yummy, but definitely NOT the outstanding.

The service was excellent for accomodating a group of 20 and fairly quick too!  Maybe they just wanted to go home?  Possibly.  And the location is convenient, since it's right off of Bourbon.  I really wanted to give this place a 3.5 but decided to round up because it opens til 1AM!",4,2011-11-14
2234,This place is absolutely amazing! By the far the best restaurant I have been to NOLA being my first time here! My husband got the cat fish platter which was such a big portion! Sooo good! I got the red fish meal was delicous!! Cajun fries were YUMMY! Service was superb. Love love this restaurant. Please reserve to avoid long wait though.,5,2018-06-26
2235,Really good food and fast service.  The alligator sausage was my favorite followed by the red fish.  Our waiter Ponce was very helpful.,4,2016-09-13
